1331-08   - VIR     
1331-08B  VAR? VIR  
1331-19   SX VIR    
1331-29   SN 5236   
1331-33   HD 118010 
1331-53   CD CEN    
1331-53B  CE CEN    
1331-55   RV CEN    
1332+52   UX UMA    
1332+73   T UMI     
1332+73B  99 COMP SE
1333-30   V663 CEN  
1333-34   HD 118319 
1333-49   VX CEN    
1333-49A  V744 CEN  
1334-31   SN 5253   
1335-61   OW CEN    
1336+74   V UMI     
1336-18   RY VIR    
1336-30   V664 CEN  
1336-33   T CEN     
1337+55   NSV 6389  
1338-07   HS VIR    
1339+22   DK BOO    
1340+00   WZ VIR    
1340-62A  V766 CEN  
1340-62B  VAR? CEN  
1341-62   V868 CEN  
1342-36   RT CEN    
1342-37   AN CEN    
1343+61   SN 5308   
1343-27   W HYA     
1343-41   MU CEN    
1343-69   Z CIR     
1344+08   CR BOO    
1344+34   RT CVN    
1344+40   R CVN     
1344+40B  98 VAR? NW
1344+40C  96 COMP SW
1344+40D  91 COMP E 
1344-01   CE VIR    
1345-36   RX CEN    
1345-69   RU CIR    
1346-77   T APS     
1347+40   NSV 6474  
1347-28   NSV 6481  
1347-46   V767 CEN  
1350-57   V412 CEN  
1351+14   SX BOO    
1351+40   SN 5371   
1351-26   GH HYA    
1352+27   NSV 6502  
1352-30   TW CEN    
1352-64   BW CIR    
1353-04   SY VIR    
1353-04B  95 COMP W 
1353-04C  95 COMP E 
1353-04D  91 COMP SW
1353-04E  100 COMP E
1353-04F  108 COMP E
1353-69   ST CIR    
1355+28   WY BOO    
1355-69   SY CIR    
1355-76   THETA APS 
1356+38   NSV 6519  
1356-70   SZ CIR    
1356-71   X APS     
1357+08   AA BOO    
1358+29   RZ BOO    
1358+35   SN 1998D  
1358-09   TV VIR    
1358-70A  Z APS     
1358-70B  RR APS    
1359+54   SN 5457   
1359-08   RR VIR    
1359-35   AQ CEN    
1400-71   RT APS    
1401+13   Z BOO     
1402+28   OQ 203    
1402-44   V834 CEN  
1403-39   V500 CEN  
1404+53   CT BOO    
1405-12A  Z VIR     
1405-12B  AL VIR    
1405-28   RU HYA    
1405-58   V760 CEN  
1406-04   SN 5493   
1406-10   DN VIR    
1406-39A  V502 CEN  
1406-39B  V504 CEN  
1406-45   V505 CEN  
1407-13   EV VIR    
1408-45   V507 CEN  
1408-45B  HD 124448 
1408-61   V417 CEN  
1409+19   T BOO     
1409-59   R CEN     
1410+10   IS BOO    
1410+69   NSV 6593  
1410-05   CF VIR    
1410-40   V510 CEN  
1411+19   ALPHA BOO 
1411+19B  CN BOO    
1411+34   DR BOO    
1411-21   IV VIR    
1411-78   NSV 6609  
1412-14   AN VIR    
1412-59   HD 125072 
1413+25   NGC 5548  
1413-63   V418 CEN  
1415+67   U UMI     
1415+67B  86 VAR E  
1415+67C  114 COMP S
1415+67D  84 COMP NE
1415-49   T LUP     
1415-63   V340 CEN  
1416+04   AO VIR    
1416-01   NSV 6638  
1416-47   RS LUP    
1417+20   Y BOO     
1417+29   CSV 7128  
1417+29B  CI BOO    
1417-63   KQ CEN    
1418+26   UV BOO    
1418+54   NSV 6645  
1418+67   NSV 6640  
1418-63   V341 CEN  
1419+26   RX BOO    
1419+26B  76 COMP NW
1419+54   S BOO     
1419+54B  VAR SE    
1419+54C  82 VAR? NW
1419+54D  106 COMP N
1419-69   WZ CIR    
1421+54   NSV 6661  
1422+04   AE VIR    
1422+05   RS VIR    
1422+72   RV UMI    
1422-38   V520 CEN  
1422-62   V645 CEN  
1422-70   RX APS    
1423+07   AP VIR    
1423-71   RY APS    
1424-25   GY HYA    
1424-48   RT LUP    
1424-63   NSV 6692  
1425+39   V BOO     
1425+39B  113 VAR SE
1425+39C  92 COMP NW
1425+84   R CAM     
1425+84B  69 COMP E 
1425-29   Y CEN     
1425-50   HY LUP    
1425-56   V CEN     
1425-71   ST APS    
1426+39   NSV 6696  
1426-40   V530 CEN  
1427+76   NSV 6687  
1427-60   TX CEN    
1427-60B  V798 CEN  
1428-39   V854 CEN  
1428-57   V842 CEN  
1429-42   Z LUP     
1429-61   V737 CEN  
1429-72   SV APS    
1430+37   NSV 6718  
1430-40   V532 CEN  
1432+24   RXJ1437.0+
1432+27   R BOO     
1434-17   V LIB     
1435+32   RV BOO    
1436-63   BY CIR    
1436-68   AE CIR    
1437+32   RW BOO    
1437-19A  SX LIB    
1437-19B  GS LIB    
1437-19C  VAR? A    
1438+14   S10808    
1438+35   MARK 478  
1438+37   SAO 64289 
1439+22A  UZ BOO    
1439+22B  UZ BOO?   
1439+22C  STAR SE   
1439+26   W BOO     
1440+02   SN 5746   
1440-31   V553 CEN  
1440-59   AR CIR    
1441+15   NSV 6796  
1441+56   UV DRA    
1441-68   AK CIR    
1442+05   BG VIR    
1443+39   RR BOO    
1443+39B  87 COMP SW
1443+39C  95 VAR? NW
1443+39D  94 COMP SE
1443-56   NSV 6819  
1445+23   RY BOO    
1446+23   VAR? 8.1  
1446-46A  S LUP     
1446-46B  X LUP     
1446-76   R APS     
1448+64   RXJ1450.5+
1448-62   THETA CIR 
1449+16   CE BOO    
1449+18   U BOO     
1452-12   FY LIB    
1452-31   V822 CEN  
1452-54   Y LUP     
1453+25   NSV 6869  
1454+41   TT BOO    
1454-71   HD 132483 
1455-29   BE CEN    
1455-29B  NSV 6883  
1455-71   V APS     
1456+66   RR UMI    
1458+32   NSV 6900  
1458+40   BETA BOO  
1459-71   S APS     
1459-71B  103 VAR W 
1500-18   RT LIB    
1500-68   T TRA     
1502+01   SN1987B   
1502-20   YY LIB    
1504-69   X TRA     
1505-19   T LIB     
1505-64   EK TRA    
1506-05   Y LIB     
1506-19   IOTA LIB  
1506-48   AG LUP    
1507+19   FL SER    
1507-01   - LIB     
1508+23   NY SER    
1508-01   Y SER     
1508-50   W LUP     
1510+83   Z UMI     
1510-66   R TRA     
1511+02   Z SER     
1511-09   BETA LIB  
1511-24   AP LIB    
1513+29   RX CRB    
1513+36   RT BOO    
1513+36B  116 VAR? S
1514+15   TMZ V45   
1514-08   FZ LIB    
1514-24   GW LIB    
1515-20   S LIB     
1516+59   NSV 7030  
1517+14   S SER     
1517+31   S CRB     
1517+31B  122 COMP E
1517-23   RW LIB    
1518+31   UU CRB    
1518-22   RS LIB    
1518-75   AG APS    
1522+45   GRB 990123
1523+19   WX SER    
1523+62   ES DRA    
1524-00   AM SER    
1524-20   NSV 7114  
1527+03   WW SER    
1527-13   EC1533-140
1527-14   RU LIB    
1527-14B  114 COMP N
1527-14C  76 COMP SW
1528-49A  R NOR     
1528-49B  VAR2 NOR  
1529-40   BR LUP    
1529-49A  VAR1 NOR  
1529-49B  VAR3 NOR  
1530-20   X LIB     
1531+15   TAU4 SER  
1531+26   RU CRB    
1532+37   SAO 64803 
1532+60   DM DRA    
1532-15   W LIB     
1532-51   V342 NOR  
1532-52   IM NOR    
1533+19   LX SER    
1533+30   65 COMP   
1533+78A  S UMI     
1533+78C  116 VAR? E
1533+78D  106 VAR? S
1533+78E  121 COMP E
1533-50   LILLER OBJ
1533-65   HK TRA    
1534-54   U NOR     
1536+57   NSV 7187  
1536+79   NSV 7155  
1536-20A  U LIB     
1536-20B  RX LIB    
1536-20C  VAR? SW   
1536-54   T NOR     
1537+36   SS CRB    
1537+38   RR CRB    
1537+38B  78 COMP SW
1537+38C  STAR SE   
1537+39   SW CRB    
1537+58   NSV 7192  
1538+64   VY DRA    
1538-01   BG SER    
1538-01B  VAR? SER  
1540-20   Z LIB     
1541+14   CT SER    
1542-42   AB NOR    
1543+38   Y CRB     
1543-19   DN LIB    
1544+26B  NSV 7378  
1544+28A  R CRB     
1544+28B  TT CRB    
1544+28C  THETA CRB 
1544+28D  VAR? NE   
1545+36   X CRB     
1546+15   R SER     
1546+15B  VAR? SW   
1546+38   ST CRB    
1546+39   V CRB     
1546+39B  85 COMP N 
1546-54   SY NOR    
1547+48   ST HER    
1547-15   R LIB     
1547-36   R LUP     
1548+19   MR SER    
1549+26   BD 26 2749
1550+27   RXJ1554.2+
1550-18   RR LIB    
1550-21   V1026 SCO 
1550-37   RU LUP    
1551+09   RU SER    
1551+43   2 HER     
1552+21   HAD V04   
1552+29   Z CRB     
1552+72   SS UMI    
1552-14   FX LIB    
1552-40   RY LUP    
1552-63   S TRA     
1553-23   BK SCO    
1554+20A  AH SER    
1554+20B  VAR? E    
1554+36   RS CRB    
1554-29   U LUP     
1555+02   BC SER    
1555+26   T CRB     
1555+26B  NSV 7378  
1555+26C  NSV 7373  
1555+26D  NSV 7370  
1555+26E  107 COMPNN
1555+26F  NSV 7394  
1556+33   VW CRB    
1556-40   EX LUP    
1556-73   HM APS    
1557-23   TY SCO    
1558-23   RZ SCO    
1558-23B  STAR SW   
1558-62   U TRA     
1559+47   X HER     
1559-23C  V864 SCO  
1559-51B  V345 NOR  
1600-21   Z SCO     
1600-22   GL SCO    
1601+18   R HER     
1601+50   RR HER    
1601+67   AG DRA    
1601+67B  VAR NE    
1601+67C  94 COMP S 
1601-38   V856 SCO  
1601-73   BM APS    
1602+10   U SER     
1602+10B  140 COMP N
1602-21A  X SCO     
1602-21B  UV SCO    
1602-21C  127 COMP N
1602-21D  STAR N    
1602-21E  STAR NW   
1602-48   V NOR     
1603+25   SX HER    
1604-22   TW SCO    
1604-73   VZ APS    
1605-19   W SCO     
1605-24   RX SCO    
1606+25   RU HER    
1606+25B  124 VAR? S
1606+25C  84 COMP E 
1606+25D  VAR? SE   
1606+25E  102 COMP S
1606+25F  110 COMP S
1606+25G  VNL SUSP  
1606-19   AN SCO    
1606-21C  12.7*     
1606-53   V341 NOR  
1606-59   CS NOR    
1607+10   DN HER    
1607+23   LQ HER    
1608+25   VV HER    
1608+25E  140 COMP N
1608-28   V893 SCO  
1609-52   W NOR     
1609-58   DM NOR    
1610+34   SIGMA CRB 
1610-57   S NOR     
1610-73   BT APS    
1611+33   SX CRB    
1611+38   W CRB     
1611-22A  R SCO     
1611-22B  S SCO     
1611-22C  T SCO     
1611-59   DW NOR    
1612+07   SAO 14466 
1612-54   HP NOR    
1612-58   DX NOR    
1612-59   DZ NOR    
1613+26   NP HER    
1613+26B  VAR? NW   
1613+26C  VAR? NE   
1613+26D  115 COMP W
1614+55   CR DRA    
1614-02   X SER     
1614-15   V818 SCO  
1614-52   HY NOR    
1614-75   BY APS    
1615+60   AT DRA    
1615-59   RT NOR    
1616+34   AH CRB    
1616-07   W OPH     
1616-17   U SCO     
1616-65   EI TRA    
1617+19   GAMMA HER 
1617+19B  V589 HER  
1617-51   X NOR     
1617-55   IK NOR    
1617-59   ER NOR    
1618+19   NSV 7682  
1618-65   IU TRA    
1619-29   PKS1622-29
1619-74   WW APS    
1620+19   CSV 7350  
1620-04   V699 OPH  
1620-22   TU OPH    
1621+19   U HER     
1621+19B  74 VAR? NW
1621+19C  NSV 7735  
1621+19D  73 COMP NW
1621+19E  77 COMP E 
1621+39   V844 HER  
1621-12   V OPH     
1621-18   CHI OPH   
1622-38   N983 SCO  
1622-59   FS NOR    
1623-19   Y SCO     
1623-26   ALPHA SCO 
1623-58   RY NOR    
1624-12   - OPH     
1624-53   RZ NOR    
1624-74   FV APS    
1625+42   G HER     
1625-62   RT TRA    
1626+21   V592 HER  
1626+23   DO HER    
1626+23B  VAR? NW   
1626+23C  140 COMP S
1626-64A  DO TRA    
1626-64B  HN TRA    
1628+07A  SS HER    
1628+07B  NSV 7814  
1628+39   GN HER    
1628-15   T OPH     
1628-16   S OPH     
1628-55   X ARA     
1628-64   DT TRA    
1628-68   RU TRA    
1629+38   UY HER    
1629-48   HDE 331015
1630-31   ST SCO    
1630-52   LO ARA    
1630-59   Y ARA     
1630-68   EF TRA    
1631+12   V849 HER  
1631+37   W HER     
1631+38   TZ HER    
1631+72   R UMI     
1631+72B  99 VAR? SE
1631+72C  96 VAR? NE
1631-10   ZETA OPH  
1632+07   Y HER     
1632+38   UU HER    
1632+66   R DRA     
1632+66B  98 COMP NW
1632-59   YY ARA    
1633+08   V544 HER  
1633+57   ST DRA    
1633+60   TX DRA    
1634+14   AS HER    
1634-59   YZ ARA    
1635+72   VAR KIN   
1635-26   AX SCO    
1635-62   KX TRA    
1636+49   42 HER    
1636-46   V823 ARA  
1639+08   V548 HER  
1639+40   3C 345    
1639-67   V TRA     
1640+12   UV HER    
1640+25   AH HER    
1640+25B  121 COMP S
1640+25C  VAR? NW   
1640+25D  116 COMP E
1640+25E  142 COMP N
1640+25F  128 COMP S
1640+25G  J1802 HER 
1640+55   S DRA     
1640-27   AC SCO    
1641-67   W TRA     
1642+72   AZ DRA    
1643-14   AS 209    
1643-19   RR OPH    
1644+03   TT OPH    
1644+03B  97 COMP SE
1644+42   V636 HER  
1644-25A  AF SCO    
1644-25B  DX SCO    
1645-25   AS 210    
1646+08   NSV 8001  
1646+57   AH DRA    
1646-06   V2045 OPH 
1646-25   EM SCO    
1646-56   Z ARA     
1647+05   RX OPH    
1647+05B  118 VAR? E
1647+05C  131 COMP S
1647+15   S HER     
1647-39   V1033 SCO 
1648-29   V840 OPH  
1648-30A  CL SCO    
1648-30B  EQ SCO    
1648-30C  HK SCO    
1648-30D  HL SCO    
1648-32   SS SCO    
1648-36   AK SCO    
1648-44   RS SCO    
1649-30   V380 SCO  
1649-30B  HN SCO    
1650+07   V970 OPH  
1650+07B  116 COMP W
1650+39   MARK 501  
1650-30   RR SCO    
1650-30B  CM SCO    
1650-30C  99 COMP E 
1651+49   AI HER    
1651+77   RW UMI    
1651-30   EV SCO    
1651-33   RV SCO    
1652+09   KAPPA OPH 
1652-02   SS OPH    
1652-02B  93 COMP SW
1653+22   MV HER    
1653-12   V841 OPH  
1653-13   V854 OPH  
1654+04   V855 OPH  
1654+12   V440 OPH  
1654+35   HZ HER    
1654-12   PR OPH    
1654-54   T ARA     
1655-48   GX 339-4  
1656+31   RV HER    
1656+31B  101 COMP S
1656+31C  118 COMP W
1656-36   RT SCO    
1657+22   SY HER    
1657+52   WZ DRA    
1658-11   YZ OPH    
1659+05   TX OPH    
1659+35   NSV 8159  
1659-12   UX OPH    
1659-26   BF OPH    
1700-33   V455 SCO  
1700-35   V956 SCO  
1700-43   V992 SCO  
1701-31   TU SCO    
1701-32   FQ SCO    
1702+17   VY HER    
1702+24   V934 HER  
1702-15   R OPH     
1702-15B  92 VAR? SW
1702-15C  VAR? SW   
1702-17   HEN 1341  
1702-25   V2051 OPH 
1702-61   SZ ARA    
1703-27   CSV 2979  
1703-33   V461 SCO  
1703-86   Z OCT     
1704-32   AH SCO    
1705+18   BG HER    
1705-29   V2214 OPH 
1705-33   V465 SCO  
1705-58   V499 ARA  
1705-62   CW ARA    
1706+27A  RT HER    
1706+27B  CX HER    
1707+08   V447 OPH  
1707+16   V463 HER  
1707+40   V939 HER  
1707+64   TV DRA    
1707-28   V516 OPH  
1707-29   KM OPH    
1707-65   NSV 8383  
1708-33   RW SCO    
1709+33   V795 HER  
1709-28   V517 OPH  
1709-32   V727 SCO  
1709-75   DT APS    
1710+11   V438 OPH  
1710+14   ALPHA HER 
1710+36   UW HER    
1710-37   V470 SCO  
1711+04   UY OPH    
1711+49   PG1712+493
1711+57   TT DRA    
1711+57B  79 COMP NE
1711+57C  93 COMP NE
1711+57D  VAR? NE   
1711-32   V473 SCO  
1712+24   V360 HER  
1713-51   RY ARA    
1713-63   DR ARA    
1714+01   Z OPH     
1714+01B  86 COMP SW
1714+02   V2113 OPH 
1714+08   V744 OPH  
1714-26   V2264 OPH 
1715+07   V746 OPH  
1715+41   V825 HER  
1715+43   V818 HER  
1715+60   VW DRA    
1715-45   V636 SCO  
1715-63   EH ARA    
1716+22   FO HER    
1716+24   CSV 3127  
1717+07   UZ OPH    
1717+07B  VAR? NE   
1717+14   AG OPH    
1717+23   RS HER    
1717+23B  VAR? E    
1717+23C  V478 HER  
1717+27   V393 HER  
1717-12   RY SER    
1718+15   BI HER    
1718-14   SS SER    
1718-24   BB OPH    
1718-24B  V2109 OPH 
1718-43   SW SCO    
1719+04A  V759 OPH  
1719+04B  VAR S     
1719+04C  VAR? N    
1719+04D  VAR? NW   
1719-23   V2295 OPH 
1719-35   V478 SCO  
1719-47   AN ARA    
1720-21   V906 OPH  
1720-43   LR SCO    
1720-63   EV ARA    
1720-63B  SUSP ARA  
1721+03   VV OPH    
1721+46   WW HER    
1721-02   V453 OPH  
1721-10   SW SER    
1721-46   AQ ARA    
1721-63   FG ARA    
1722+04   VW OPH    
1722-46   AR ARA    
1723-19   TW OPH    
1723-42   MM SCO    
1723-46   AT ARA    
1723-64   RV ARA    
1724-33   V482 SCO  
1724-33B  V965 SCO  
1724-86   S OCT     
1724-86B  130 COMP N
1725+02   V767 OPH  
1725+50   OT+546 HER
1725+83   Y UMI     
1725-46   AX ARA    
1725-62   FV ARA    
1726+10   V1063 OPH 
1726+18   UZ HER    
1726+83   FBS1719+83
1726-16   V442 OPH  
1726-19   N OPH 98  
1726-32   V731 SCO  
1726-46   AY ARA    
1727+06   V772 OPH  
1727-47   AZ ARA    
1727-56   GH ARA    
1728+09A  RU OPH    
1728+09B  VAR? NE   
1728+26   LU HER    
1729+03   VZ OPH    
1729+23   GP HER    
1729-19   V2313 OPH 
1729-45   V993 SCO  
1730-32   V449 SCO  
1730-47   BF ARA    
1731-35   V1037 SCO 
1731-45   V728 SCO  
1731-63   GU ARA    
1731-63B  GV ARA    
1731-63C  SUSP ARA  
1732+18   FR HER    
1732+23   V503 HER  
1732+54   SY DRA    
1732-22   V794 OPH  
1732-62A  GZ ARA    
1732-62B  HH ARA    
1733-32   V862 SCO  
1733-43   NV SCO    
1733-45   BI ARA    
1733-47   AE ARA    
1734-11   RT SER    
1734-32   BM SCO    
1734-57   V PAV     
1735+57   TY DRA    
1735-32   V703 SCO  
1735-34   V721 SCO  
1735-43   RU SCO    
1736+46   NSV 9501  
1736-43   TV SCO    
1737-22   V2110 OPH 
1737-35   KP SCO    
1737-58   TW PAV    
1738+13   BS 6600   
1738+17   AL HER    
1738+23   V660 HER  
1738-06   XX OPH    
1738-27   V3892 SGR 
1739-18   SZ SGR    
1740+21   CF HER    
1740+21B  STAR NE   
1740-18   VAR SGR   
1740-35   SX SCO    
1740-52   RZ ARA    
1740-52B  V338 ARA  
1740-58   RZ PAV    
1741+82   FBS1735+82
1741-27   X SGR     
1741-35   SV SCO    
1741-36   FZ SCO    
1741-36B  V707 SCO  
1741-62   W PAV     
1742+50   SAO 30548 
1742-18   V3888 SGR 
1742-23   V753 SGR  
1742-62   UV PAV    
1743+26   BK HER    
1743-35   V396 SCO  
1743-35B  V723 SCO  
1743-57   SY PAV    
1744+22   SU HER    
1744+22B  102 COMP N
1744+22C  111 COMP E
1744-06   RS OPH    
1744-06B  120 COMP N
1744-20   V1172 SGR 
1744-27   V759 SGR  
1744-33   RY SCO    
1744-34   V709 SCO  
1745+06   V380 OPH  
1745-28   KW SGR    
1745-32   V977 SCO  
1745-35   V407 SCO  
1745-35B  V382 SCO  
1745-35C  V720 SCO  
1745-51   U ARA     
1745-51B  86 COMP S 
1746+06   V381 OPH  
1746+45   V337 HER  
1746-14   LW SER    
1746-17   V4334 SGR 
1746-31   V744 SCO  
1747+07   V564 OPH  
1747+48   V744 HER  
1747-02   V533 OPH  
1747-06   Y OPH     
1747-29   V4092 SGR 
1747-30   N SCO 97  
1747-34   V711 SCO  
1747-34A  SY SCO    
1747-34B  BN SCO    
1747-34C  V420 SCO  
1748-33   CR SCO    
1748-33B  V745 SCO  
1748-34   TX SCO    
1748-51   PQ ARA    
1749-28   V781 SGR  
1749-29   97-BLG-56 
1749-31   N SCO 98  
1749-33   AI SCO    
1750+07   RW OPH    
1750+18   SN 1998BP 
1750-31   V960 SCO  
1750-33   V715 SCO  
1751+03   SV OPH    
1751+03B  COMP F    
1751+11   RT OPH    
1751+26   V441 HER  
1751-14   MU SER    
1751-28   V990 SGR  
1751-34   V716 SCO  
1752+04   NSV 9910  
1752+05   V389 OPH  
1752-28   V3889 SGR 
1752-29   V4338 SGR 
1752-36   V1275 SGR 
1753+29   AU HER    
1753+42   AQ HER    
1753+45   OP HER    
1753-25   VAR SGR   
1753-27   V999 SGR  
1753-29   V735 SGR  
1753-30   V787 SGR  
1753-32   V4135 SGR 
1753-34   FT SGR    
1753-34B  FL SGR    
1753-39   V394 CRA  
1753-50   KT ARA    
1754+04   V395 OPH  
1754+23A  FU HER    
1754+23C  128 COMP N
1754+23D  STAR NW   
1754+58A  T DRA     
1754+58B  UY DRA    
1754+58C  131 COMP W
1754-34A  FU SGR    
1754-34B  V551 SGR  
1755+04   V2048 OPH 
1755+05   V569 OPH  
1755+19   RY HER    
1755+23   WY HER    
1755+54   UW DRA    
1755-04   SAO 142012
1755-26   KY SGR    
1755-35   V384 SCO  
1756+19   BL HER    
1756+54   V DRA     
1756-23   V1950 SGR 
1756-50   LM ARA    
1757+18   WZ HER    
1757+18B  V884 HER  
1757-23   V1951 SGR 
1757-24   SV SGR    
1757-26   AT SGR    
1758+11   V2104 OPH 
1758+66   NGC 6532  
1758-22   AV SGR    
1758-29   W SGR     
1758-32   V1783 SGR 
1758-39   W CRA     
1759+04   V2335 OPH 
1759-27   V1573 SGR 
1759-31   V1012 SGR 
1759-38   RR CRA    
1800+28   EX HER    
1800-27   V1014 SGR 
1800-28   V737 SGR  
1800-36   V615 SGR  
1800-37   GG CRA    
1800-38   PS CRA    
1800-54   KY ARA    
1801+22   RW HER    
1801+31   FG HER    
1801-22   N SGR 89  
1801-35   V617 SGR  
1801-36   V618 SGR  
1801-37   GR CRA    
1801-37B  GM CRA    
1802+20A  DE HER    
1802+20B  DF HER    
1802+20C  VAR? W BSF
1802+20D  117 COMP W
1802+39   VW HER    
1802-22   VX SGR    
1802-32   V1015 SGR 
1802-34   V630 SGR  
1802-37   WX CRA    
1802-37A  GU CRA    
1802-37B  GY CRA    
1802-43   TT CRA    
1803+05   V426 OPH  
1803+28   OMI HER   
1803+31   VAR61 HER 
1803+46   NSV 10240 
1803-25   V4157 SGR 
1803-36   FX SGR    
1803-38   V335 CRA  
1803-41   V416 CRA  
1803-42   V417 CRA  
1803-63   R PAV     
1804+38   PR HER    
1804+41   V566 HER  
1804+42   V529 HER  
1804+45   DQ HER    
1804+45B  107 COMP S
1804+67   EX DRA    
1804-26   V1280 SGR 
1804-28   V2506 SGR 
1804-36A  V653 SGR  
1804-36B  V655 SGR  
1804-38   V343 CRA  
1804-42   TW CRA    
1805+18   XZ HER    
1805+18B  VAR? E    
1805+18C  136 COMP W
1805+18D  112 COMP E
1805+18E  VAR? NW   
1805+18F  STAR SW   
1805+31   T HER     
1805+31B  VAR? E    
1805+65   W DRA     
1805-14   UZ SER    
1805-14B  126 COMP S
1805-29   AO SGR    
1805-36   V725 SGR  
1805-36B  VAR? SGR  
1806+66   X DRA     
1806-11   AS 289    
1806-27   V1577 SGR 
1806-29   V4327 SGR 
1806-30   V739 SGR  
1807+18   NQ HER    
1807+27   IRAS18095+
1807+31   OTS1809+31
1807+69   3C 371 DRA
1807-23   AP SGR    
1807-25   V3795 SGR 
1807-27   V1830 SGR 
1807-27B  V1953 SGR 
1807-31   V1175 SGR 
1807-32   V4160 SGR 
1807-42   Y CRA     
1807-54   AY TEL    
1807-56   AZ TEL    
1808-27   V2293 SGR 
1808-29   VZ SGR    
1808-29B  V2756 SGR 
1808-29C  V1581 SGR 
1808-37   AL CRA    
1808-42   V426 CRA  
1809+11   V849 OPH  
1809-00   FG SER    
1809-00B  AZ SER    
1809-23   V1583 SGR 
1809-27   V2323 SGR 
1809-29   V1582 SGR 
1809-30   V4074 SGR 
1809-35   V2838 SGR 
1809-65   DF PAV    
1810+00   V498 OPH  
1810+10   V406 OPH  
1810+20   YY HER    
1810+20B  118 COMP W
1810+31   TV HER    
1810+31B  126 VAR? E
1810-00   BB SER    
1810-29   V1585 SGR 
1810-36   GI SGR    
1810-42   V387 CRA  
1810-43   V427 CRA  
1810-56   VV TEL    
1810-66   AR PAV    
1811+03   RY OPH    
1811+03B  113 VAR? W
1811+36   W LYR     
1811+36B  KAPPA LYR 
1811+36C  87 COMP SE
1811+36D  94 COMP W 
1811+36E  112 COMP S
1811+36F  108 COMP E
1811+36G  STAR SW   
1811+36H  78 COMP NE
1811+41   V533 HER  
1811+41B  VAR NORTH 
1811-19   WZ SGR    
1811-23   FM SGR    
1811-28   V2905 SGR 
1811-41   V543 CRA  
1811-46   RS TEL    
1811-46B  NSV 10529 
1811-46C  VAR? SE   
1812+36   HU LYR    
1812-25A  V506 SGR  
1812-25B  V507 SGR  
1812-36   LM SGR    
1812-36B  LL SGR    
1813+06   BC OPH    
1813+17   IQ HER    
1813+34   HX LYR    
1813+40   TX LYR    
1813+46   HI LYR    
1813+49   AM HER    
1813-24   V4065 SGR 
1813-24B  OB SUSPECT
1813-25   V1016 SGR 
1814+06   AY OPH    
1814+31   AO LYR    
1814-41   V430 CRA  
1814-56   HD 168476 
1814-61   XI PAV    
1815+12   V450 OPH  
1815+12B  VAR? NW   
1815+22   AA HER    
1815+24   V632 HER  
1815+50   DV DRA    
1815-16   V4029 SGR 
1815-16B  V4030 SGR 
1815-18   Y SGR     
1815-24   V1860 SGR 
1815-25   V4028 SGR 
1815-25A  V441 SGR  
1815-25B  V511 SGR  
1815-25C  XZ SGR    
1815-27   N SGR 98  
1815-31   V3804 SGR 
1815-55   WW TEL    
1816+04   V915 OPH  
1816+31   TU LYR    
1816+31B  111 COMP N
1816-25   GO SGR    
1816-27   WW SGR    
1816-55   WY TEL    
1817+04   DI SER    
1817+30   TV LYR    
1817+38   V391 LYR  
1817-04   LANNING 17
1817-12   FR SCT    
1817-18   V4361 SGR 
1817-23   V4171 SGR 
1817-27   V1978 SGR 
1817-28   V4169 SGR 
1817-30   AZ SGR    
1817-33   LN SGR    
1817-33B  V1869 SGR 
1817-45A  V576 CRA  
1817-45B  V581 CRA  
1817-56   RZ TEL    
1817-76   VV OCT    
1818+15   SN 1998V  
1818+23   V443 HER  
1818+23B  118 COMP N
1818+28   AZ HER    
1818+28B  VAR? NE   
1818+28C  113 COMP N
1818+46   MX LYR    
1818+50   EO DRA    
1818+59   RU DRA    
1818-12   V376 SCT  
1818-16   V355 SGR  
1818-24   GU SGR    
1818-30   V1872 SGR 
1819+05   DK SER    
1819+18   DG HER    
1819-16   XX SGR    
1819-23   V1658 SGR 
1819-25   V4019 SGR 
1819-28   V4018 SGR 
1819-29   V3941 SGR 
1819-33   V1874 SGR 
1819-53   BG TEL    
1820+11   V578 OPH  
1820+38   NSV 10756 
1820+39   TW LYR    
1820+39B  IR LYR    
1820-21   V1984 SGR 
1820-27   BS SGR    
1821+03   V988 OPH  
1821+11   V2204 OPH 
1821+31   IS LYR    
1821+72   RT DRA    
1821-27A  LP SGR    
1821-27B  V1988 SGR 
1821-27C  V3928 SGR 
1821-33   RV SGR    
1821-34   V1883 SGR 
1822+00   D SER     
1822+03   HD 170137 
1822+05   BL SER    
1822+15   NSV 10836 
1822+23   3C 379    
1822+24   SV HER    
1822+31   IT LYR    
1822+69   AP DRA    
1822-21   HS SGR    
1822-27   LQ SGR    
1822-33   V1884 SGR 
1822-62   NU PAV    
1823+06   T SER     
1823+50   CZ DRA    
1823-11   TX SCT    
1823-27   V1994 SGR 
1823-56   SS TEL    
1824+11   V602 OPH  
1824-16   SS SGR    
1824-17   V4362 SGR 
1824-24   V3890 SGR 
1825+02   FH SER    
1825+32   IX LYR    
1825-22   V1677 SGR 
1825-29   V1017 SGR 
1825-29B  LR SGR    
1825-32   V2572 SGR 
1825-33   V934 SGR  
1825-34   V910 SGR  
1825-54   YY TEL    
1826+04   TY OPH    
1826+06   BI OPH    
1826+21   AC HER    
1826+37   KL LYR    
1826-09   VW SCT    
1826-19   U SGR     
1826-22   V2002 SGR 
